"","date","value","value.temp_max","value.temp_min","value.rain","value.wind_dir","value.wind_speed","value.humid","ds","fyear","logvalue","rain.lag1","rain.lag2"
"127",2010-12-28,8,22.8,17.3,0,180,6,68,362,"2010",2.19722457733622,0,0
"128",2010-12-29,3,20.5,16.6,0,180,4.8,77,363,"2010",1.38629436111989,0,0
"129",2010-12-30,5,25.8,18,0,190,5.1,46,364,"2010",1.79175946922805,0,0
"130",2010-12-31,3,27,18.8,3.4,180,4,50,365,"2010",1.38629436111989,0,0
"131",2011-01-01,4,32.2,15.8,6.4,290,1.2,41,1,"2011",1.6094379124341,3.4,0
"132",2011-01-02,4,21.9,13.9,0.6,0,0,91,2,"2011",1.6094379124341,6.4,3.4
"133",2011-01-03,0,28.8,17.2,0,180,4.3,43,3,"2011",0,0.6,6.4
"134",2011-01-04,12,36.4,21.1,0,140,2.1,28,4,"2011",2.56494935746154,0,0.6
"135",2011-01-05,1,36.7,19.6,0,150,2.1,32,5,"2011",0.693147180559945,0,0
"136",2011-01-06,6,35,19.7,0,130,1.9,33,6,"2011",1.94591014905531,0,0
"137",2011-01-07,3,31.6,15.8,0,140,2.8,50,7,"2011",1.38629436111989,0,0
"138",2011-01-08,0,28.7,18.3,0,140,2.5,51,8,"2011",0,0,0
"139",2011-01-09,1,29.4,17.9,0,250,1.3,47,9,"2011",0.693147180559945,0,0
"140",2011-01-10,7,24.8,15.8,0,150,3.3,38,10,"2011",2.07944154167984,0,0
"141",2011-01-11,4,24.1,17,0,180,5,44,11,"2011",1.6094379124341,0,0
"142",2011-01-12,1,26.5,17.7,0,170,4.6,57,12,"2011",0.693147180559945,0,0
"143",2011-01-13,3,27.3,17.8,0,180,5.1,59,13,"2011",1.38629436111989,0,0
"144",2011-01-14,2,23.8,17.7,0,170,5,55,14,"2011",1.09861228866811,0,0
"145",2011-01-15,4,28.4,17,0,160,2.5,41,15,"2011",1.6094379124341,0,0
"146",2011-01-16,1,26.5,14,0,290,2.8,51,16,"2011",0.693147180559945,0,0
"147",2011-01-17,4,25.5,16.6,0,170,3.9,50,17,"2011",1.6094379124341,0,0
"148",2011-01-18,2,30.4,15.8,0,150,2.1,45,18,"2011",1.09861228866811,0,0
"149",2011-01-19,1,31,18.6,0.6,120,1.4,48,19,"2011",0.693147180559945,0,0
"150",2011-01-20,0,23.6,17.2,0,170,5.6,42,20,"2011",0,0.6,0
"151",2011-01-21,1,29.2,17.5,0,160,2.8,42,21,"2011",0.693147180559945,0,0.6
"152",2011-01-22,2,23.1,16.8,0,170,5.6,55,22,"2011",1.09861228866811,0,0
"153",2011-01-23,6,27.7,16.6,0,190,4.4,37,23,"2011",1.94591014905531,0,0
"154",2011-01-24,2,31.6,19.4,0,160,2.7,37,24,"2011",1.09861228866811,0,0
"155",2011-01-25,1,33.5,15.5,0,340,1.5,32,25,"2011",0.693147180559945,0,0
"156",2011-01-26,5,27.4,13.7,0,310,3.1,58,26,"2011",1.79175946922805,0,0
"157",2011-01-27,0,23.9,17.6,0,180,5.4,52,27,"2011",0,0,0
"158",2011-01-28,0,24.5,16.3,0,180,5.3,56,28,"2011",0,0,0
"159",2011-01-29,1,28.3,16.8,0,160,2.6,44,29,"2011",0.693147180559945,0,0
"160",2011-01-30,1,26.3,19.3,0,170,3.8,51,30,"2011",0.693147180559945,0,0
"161",2011-01-31,6,27,18.2,0,180,5.1,56,31,"2011",1.94591014905531,0,0
"162",2011-02-01,0,24,17.5,0,180,6.1,68,32,"2011",0,0,0
"163",2011-02-02,7,30.3,21.8,0,180,5.1,51,33,"2011",2.07944154167984,0,0
"164",2011-02-03,2,35.9,20.3,2,160,2.8,32,34,"2011",1.09861228866811,0,0
"165",2011-02-04,0,28.9,16.8,0,310,3.6,62,35,"2011",0,2,0
"166",2011-02-05,1,25.9,15.3,0,310,3.7,54,36,"2011",0.693147180559945,0,2
"167",2011-02-06,0,28.3,16.1,0,300,2.8,54,37,"2011",0,0,0
"168",2011-02-07,0,29.8,15.6,0,320,1.7,38,38,"2011",0,0,0
"169",2011-02-08,4,26.3,19.1,0,170,4,54,39,"2011",1.6094379124341,0,0
"170",2011-02-09,2,33.6,18.6,0,140,2.4,34,40,"2011",1.09861228866811,0,0
"171",2011-02-10,3,32.6,19.5,0.2,330,1.8,49,41,"2011",1.38629436111989,0,0
"172",2011-02-11,0,29,18.2,0,130,2,49,42,"2011",0,0.2,0
"173",2011-02-12,1,27.7,18.5,0,160,2.7,49,43,"2011",0.693147180559945,0,0.2
"174",2011-02-13,5,27.6,15.7,0,160,3.2,42,44,"2011",1.79175946922805,0,0
"175",2011-02-14,0,37.3,18,0,280,1.2,26,45,"2011",0,0,0
"176",2011-02-15,3,31.2,17.4,0,140,2.2,50,46,"2011",1.38629436111989,0,0
"177",2011-02-16,4,25.9,18.8,0,170,5.3,67,47,"2011",1.6094379124341,0,0
"178",2011-02-17,1,24.7,18.2,0,180,5.8,63,48,"2011",0.693147180559945,0,0
"179",2011-02-18,1,27.7,18.1,0,170,3.9,57,49,"2011",0.693147180559945,0,0
"180",2011-02-19,1,25.9,18.8,0,170,4.5,60,50,"2011",0.693147180559945,0,0
"181",2011-02-20,7,25.4,18.3,0,180,4.5,55,51,"2011",2.07944154167984,0,0
"182",2011-02-21,7,25.7,18.4,0,180,4.7,59,52,"2011",2.07944154167984,0,0
"183",2011-02-22,0,27,18.9,0,170,3.5,57,53,"2011",0,0,0
"184",2011-02-23,0,24.8,12.8,0,320,3.8,70,54,"2011",0,0,0
"185",2011-02-24,2,28.2,20.4,0,170,3.5,55,55,"2011",1.09861228866811,0,0
"186",2011-02-25,1,26.1,20,0,170,4.6,59,56,"2011",0.693147180559945,0,0
"187",2011-02-26,1,26.3,19.9,0,170,4.8,63,57,"2011",0.693147180559945,0,0
"188",2011-02-27,3,31.8,20.1,0,160,2.8,39,58,"2011",1.38629436111989,0,0
"189",2011-02-28,4,31.4,22.5,0,180,4.7,36,59,"2011",1.6094379124341,0,0
"190",2011-03-01,2,38.6,18.6,0,200,1.3,19,60,"2011",1.09861228866811,0,0
"191",2011-03-02,1,27.9,15.4,0,150,3.2,62,61,"2011",0.693147180559945,0,0
"192",2011-03-03,0,26.7,18.4,0,160,3,59,62,"2011",0,0,0
"193",2011-03-04,1,31.2,17.9,0,160,2.2,43,63,"2011",0.693147180559945,0,0
"194",2011-03-05,1,35.4,18.6,0,300,2.3,23,64,"2011",0.693147180559945,0,0
"195",2011-03-06,0,29.9,17.9,0,200,1.7,48,65,"2011",0,0,0
"196",2011-03-07,3,30.5,15.7,0,160,2.2,49,66,"2011",1.38629436111989,0,0
"197",2011-03-08,1,29.3,16.1,0,310,1.9,50,67,"2011",0.693147180559945,0,0
"198",2011-03-09,44,24.1,18.2,0,170,4.3,53,68,"2011",3.80666248977032,0,0
"199",2011-03-10,0,23.6,18.2,0,170,4.6,60,69,"2011",0,0,0
"200",2011-03-11,0,25,18,0,170,3.7,58,70,"2011",0,0,0
"201",2011-03-12,1,27.3,18.4,0,180,2.8,38,71,"2011",0.693147180559945,0,0
"202",2011-03-13,2,23.7,13.5,0,310,3.2,66,72,"2011",1.09861228866811,0,0
"203",2011-03-14,2,25.7,14.4,0,150,2.7,42,73,"2011",1.09861228866811,0,0
"204",2011-03-15,0,24,17.9,0,170,4.8,51,74,"2011",0,0,0
"205",2011-03-16,2,28.2,17.7,0,160,3.5,48,75,"2011",1.09861228866811,0,0
"206",2011-03-17,1,28.8,18.9,0,170,3.9,62,76,"2011",0.693147180559945,0,0
"207",2011-03-18,2,32.5,21.5,0,180,3.7,35,77,"2011",1.09861228866811,0,0
"208",2011-03-19,2,37.4,20.2,0,170,1.6,24,78,"2011",1.09861228866811,0,0
"209",2011-03-20,0,30.8,16.3,0,300,3,54,79,"2011",0,0,0
"210",2011-03-21,2,29.4,15.8,0.2,140,2.8,49,80,"2011",1.09861228866811,0,0
"211",2011-03-22,1,22.2,15.6,0,290,3.1,77,81,"2011",0.693147180559945,0.2,0
"212",2011-03-23,1,20,15.6,0,310,3.8,75,82,"2011",0.693147180559945,0,0.2
"213",2011-03-24,4,25.2,16.2,0.2,290,2.6,61,83,"2011",1.6094379124341,0,0
"214",2011-03-25,1,24,14.1,0,130,2.9,35,84,"2011",0.693147180559945,0.2,0
"215",2011-03-26,0,25.1,14.8,0,140,2.6,46,85,"2011",0,0,0.2
"216",2011-03-27,0,32.6,17.1,0,170,2.2,24,86,"2011",0,0,0
"217",2011-03-28,0,24.8,13.8,0,310,2.4,56,87,"2011",0,0,0
"218",2011-03-29,6,28.1,14,0,330,1.7,64,88,"2011",1.94591014905531,0,0
"219",2011-03-30,0,20.5,16.4,8.2,140,2.1,90,89,"2011",0,0,0
"220",2011-03-31,0,23,16.5,0,310,2.7,76,90,"2011",0,8.2,0
"221",2011-04-01,0,21.7,15.7,0.2,310,4.1,69,91,"2011",0,0,8.2
"222",2011-04-02,0,24.1,14.7,0,180,2.1,49,92,"2011",0,0.2,0
"223",2011-04-03,0,24.4,14.3,0,210,2.7,40,93,"2011",0,0,0.2
"224",2011-04-04,0,22.4,15.9,0,160,4.1,43,94,"2011",0,0,0
"225",2011-04-05,1,29.6,17.4,0,160,2.1,26,95,"2011",0.693147180559945,0,0
"226",2011-04-06,0,24.3,13.2,0,150,3.5,55,96,"2011",0,0,0
"227",2011-04-07,4,25.6,16.2,0,130,4,38,97,"2011",1.6094379124341,0,0
"228",2011-04-08,0,34.5,17.2,0,150,1.7,19,98,"2011",0,0,0
"229",2011-04-09,1,27.1,17.1,0,160,2.8,53,99,"2011",0.693147180559945,0,0
"230",2011-04-10,0,32.6,18.1,0,130,1.7,33,100,"2011",0,0,0
"231",2011-04-11,2,32.7,16.5,0,320,1.7,35,101,"2011",1.09861228866811,0,0
"232",2011-04-12,3,28.3,18.8,0,300,2.9,50,102,"2011",1.38629436111989,0,0
"233",2011-04-13,0,23.5,17.9,0,180,4,56,103,"2011",0,0,0
"234",2011-04-14,0,25.7,15.8,0,160,2.7,53,104,"2011",0,0,0
"235",2011-04-15,1,26,17.3,0,170,4.2,48,105,"2011",0.693147180559945,0,0
"236",2011-04-16,0,22.5,17.7,0,190,5.2,60,106,"2011",0,0,0
"237",2011-04-17,0,27.9,16.3,0,170,2.4,31,107,"2011",0,0,0
"238",2011-04-18,0,25.9,13.6,0,150,2.3,39,108,"2011",0,0,0
"246",2011-04-26,0,16.4,10,7.8,260,4.4,43,116,"2011",0,0,0
"247",2011-04-27,0,17.4,7.3,1.8,300,1.7,54,117,"2011",0,7.8,0
"248",2011-04-28,0,20.7,10.3,0,310,1.8,56,118,"2011",0,1.8,7.8
"249",2011-04-29,0,19.4,8.5,0.4,140,1.4,66,119,"2011",0,0,1.8
"250",2011-04-30,0,23.4,13.9,0,180,3.3,36,120,"2011",0,0.4,0
"251",2011-05-01,3,32.2,11.1,0,190,1.9,16,121,"2011",1.38629436111989,0,0.4
"252",2011-05-02,1,21.3,15.7,8.6,330,1.3,73,122,"2011",0.693147180559945,0,0
"253",2011-05-03,1,23.2,15.2,0,170,3,60,123,"2011",0.693147180559945,8.6,0
"254",2011-05-04,1,30.7,15.3,0,130,1.3,35,124,"2011",0.693147180559945,0,8.6
"255",2011-05-05,0,19.2,13.1,11,300,3.1,84,125,"2011",0,0,0
"256",2011-05-06,0,22.8,14.5,0,140,1.9,52,126,"2011",0,11,0
"257",2011-05-07,0,22.5,14.8,0,180,4.3,58,127,"2011",0,0,11
"258",2011-05-08,0,26.3,16,0,110,2.2,43,128,"2011",0,0,0
"259",2011-05-09,0,23.8,14.9,0,300,3.1,71,129,"2011",0,0,0
"260",2011-05-10,1,20.1,13.9,0,290,2.9,61,130,"2011",0.693147180559945,0,0
"261",2011-05-11,0,18.5,13.2,0,300,2,73,131,"2011",0,0,0
"262",2011-05-12,0,21.9,10.8,0,310,1.4,54,132,"2011",0,0,0
"263",2011-05-13,0,16.5,12.2,0,300,1.8,81,133,"2011",0,0,0
"264",2011-05-14,1,18.4,12.1,0,220,1.1,67,134,"2011",0.693147180559945,0,0
"265",2011-05-15,0,17.8,11.1,0,290,1.2,77,135,"2011",0,0,0
"266",2011-05-16,0,19.4,12.1,0,320,2.5,64,136,"2011",0,0,0
"267",2011-05-17,0,21.8,10.9,0,320,1.8,61,137,"2011",0,0,0
"268",2011-05-18,0,19.1,10.1,0,310,2.6,65,138,"2011",0,0,0
"269",2011-05-19,0,22.9,12.5,0,160,1.9,43,139,"2011",0,0,0
"270",2011-05-20,0,23.8,8.5,0,140,1.6,39,140,"2011",0,0,0
"271",2011-05-21,2,24.3,11.9,0,300,2.5,24,141,"2011",1.09861228866811,0,0
"272",2011-05-22,0,21.4,12.5,4.8,320,1.2,26,142,"2011",0,0,0
"273",2011-05-23,0,19.6,13.7,6.2,310,4.8,81,143,"2011",0,4.8,0
"274",2011-05-24,0,16.4,12.9,3.6,170,1.3,62,144,"2011",0,6.2,4.8
"275",2011-05-25,0,18.5,12.1,0.2,160,2.9,55,145,"2011",0,3.6,6.2
"276",2011-05-26,0,20.1,11.2,0,180,1.9,47,146,"2011",0,0.2,3.6
"277",2011-05-27,1,22.2,7.7,0,310,1.9,33,147,"2011",0.693147180559945,0,0.2
"278",2011-05-28,0,17.1,11.3,1.4,210,1.8,49,148,"2011",0,0,0
"279",2011-05-29,0,14.9,9.8,4.8,320,4.5,70,149,"2011",0,1.4,0
"280",2011-05-30,0,16.3,11.6,18.4,290,3.6,79,150,"2011",0,4.8,1.4
"281",2011-05-31,0,15.9,8.8,1.8,0,1.3,82,151,"2011",0,18.4,4.8
"282",2011-06-01,0,14.9,9.5,0,310,2.9,69,152,"2011",0,1.8,18.4
"283",2011-06-02,0,17.9,10.3,0.2,310,2.5,61,153,"2011",0,0,1.8
"284",2011-06-03,1,18.5,9.3,0,300,2.1,71,154,"2011",0.693147180559945,0.2,0
"285",2011-06-04,0,17,11.5,0.8,320,1.6,88,155,"2011",0,0,0.2
"286",2011-06-05,0,18.9,9.6,3.2,220,2.1,47,156,"2011",0,0.8,0
"287",2011-06-06,0,17.2,9.4,3.2,300,1.8,69,157,"2011",0,3.2,0.8
"288",2011-06-07,0,19.1,11.9,0,130,3.6,47,158,"2011",0,3.2,3.2
"289",2011-06-08,0,19.3,14.6,0,160,4,65,159,"2011",0,0,3.2
"290",2011-06-09,0,20,15.4,0,180,3.7,66,160,"2011",0,0,0
"291",2011-06-10,0,22.7,11.8,0,310,1.4,63,161,"2011",0,0,0
"292",2011-06-11,0,19.5,13.3,0,180,4,66,162,"2011",0,0,0
"293",2011-06-12,0,22.9,12.1,0,0,0,48,163,"2011",0,0,0
"294",2011-06-13,1,18.2,11.4,0,140,2.6,73,164,"2011",0.693147180559945,0,0
"295",2011-06-14,3,27.4,10.2,0.2,310,2,31,165,"2011",1.38629436111989,0,0
"296",2011-06-15,0,15.8,11.7,20.2,320,3.9,81,166,"2011",0,0.2,0
"297",2011-06-16,0,17.5,12,8.4,290,3,86,167,"2011",0,20.2,0.2
"298",2011-06-17,0,18.2,10.1,0,300,1.4,70,168,"2011",0,8.4,20.2
"299",2011-06-18,0,18.3,7.6,8.2,300,3.1,49,169,"2011",0,0,8.4
"300",2011-06-19,0,17.4,11.1,1.6,310,3.7,77,170,"2011",0,8.2,0
"301",2011-06-20,0,19.6,9.7,0,140,1.8,56,171,"2011",0,1.6,8.2
"302",2011-06-21,0,26.9,7.4,0,0,0,24,172,"2011",0,0,1.6
"305",2011-06-24,0,15.9,10.8,2.8,220,2.6,59,175,"2011",0,0,0
